"from_dst_start","within_variation"
-86,0.865394657422582
-92,1.00763072847492
-72,0.849881186535564
-135,1.27338399368763
-93,1.08833424677005
-85,0.821457416935238
-91,0.997318752943567
-71,0.857334702907949
-134,1.16683180774086
-84,0.781545098804642
-90,0.983361789267521
-70,0.802341758369784
-133,1.09095518963889
-83,0.786893906708896
-89,0.969320590109534
-69,0.802934988319447
-132,1.05435151647298
-82,0.796760069483404
-88,0.968836080223691
-68,0.812471608315498
-131,1.10011467001187
-81,0.794037656181539
-87,0.97746910118191
-67,0.817442773751156
-130,1.08142023889513
-80,0.804217235550107
-66,0.828049187777495
-129,1.1010036961858
-79,0.834746319520286
-65,0.8555852285628
-128,1.10422621370018
-78,0.843553211734109
-64,0.865437039151357
-127,1.17890020743839
-77,0.788708714478477
-63,0.812628840828282
-126,1.11732796286318
-76,0.813952740111236
-62,0.816527704031423
-125,1.11670593690812
-75,0.816955833358732
-61,0.820205679472673
-124,1.11370027213828
-74,0.808399010006029
-60,0.822629202198598
-123,1.10741302092952
-73,0.817650928273414
-59,0.829608046994661
-122,1.0920016609084
-58,0.863522637931451
-121,1.11786680438238
-57,0.86693876728899
-120,1.20502524926861
-56,0.819078322266831
-119,1.14981281323307
-55,0.818283890520708
-118,1.11951330816034
-54,0.819302059961318
-117,1.13561770817773
-53,0.827193825126919
-116,1.16117389979193
-52,0.842027592933658
-115,1.08031386488381
-51,0.85961059424332
-114,1.17682610315966
-50,0.864859608932724
-113,1.20008087892375
-49,0.819019682454103
-112,1.13438964755846
-48,0.821913040859443
-111,1.08927715990894
-47,0.823640328798246
-110,1.11740927606568
-46,0.823483680106201
-109,1.06058087763963
-45,0.827931122050455
-108,1.1231988321191
-44,0.86270988273128
-107,1.14037978879179
-43,0.86925521302603
-106,1.18365763086894
-42,0.813351713253178
-105,1.16454110974714
-41,0.819639059494317
-104,1.12564969714689
-40,0.823567861499216
-103,1.12040331774042
-39,0.826864478233762
-102,1.10562617739634
-38,0.837735020654653
-101,1.09627563100664
-37,0.864778957507603
-100,1.16152522289278
-36,0.870727461005028
-99,1.17614933811389
-35,0.830607046931571
-98,1.14670088972368
-34,0.820712855045309
-97,1.08457714035728
-33,0.823368005674726
-96,1.12305948476908
-32,0.831258992382632
-95,1.10578240166456
-31,0.832990755499731
-94,1.12418750299968
-30,0.866803958879225
-29,0.866619698204157
-28,0.818124667717864
-27,0.811521437593338
-26,0.82484226492706
-25,0.818644870093459
-24,0.828937494046485
-23,0.863490031796224
-22,0.87465481682371
-21,0.819577650881191
-20,0.824515539181419
-19,0.824988671451433
-18,0.830928647141781
-17,0.841830047723466
-16,0.874012625000274
-15,0.888168928592848
-14,0.833101805594517
-13,0.82642073334157
-12,0.829476731165782
-11,0.837753725052892
-10,0.849289250353031
-9,0.864251528389824
-8,0.870365330664094
-7,0.823775751406444
-6,0.833625157370329
-5,0.841896586464488
-4,0.843542228930235
-3,0.851986415447928
-2,0.86665697393135
-1,0.878454863813255
0,0.835000361776975
1,0.824336024381587
2,0.834852017372321
3,0.841756258177075
4,0.855597949256368
5,0.884130234775086
6,0.890679771920025
7,0.847155925393036
8,0.841824754553542
9,0.847073992536963
10,0.84919327553256
11,0.858397140396822
12,0.882044378927084
13,0.88915424487932
14,0.84217982192538
15,0.838675115051212
16,0.843463898485909
17,0.851091623911987
18,0.85778656214721
19,0.88219960855116
20,0.892187954660634
21,0.854311353061084
22,0.839138495392917
23,0.852684633938147
24,0.853867674710345
25,0.865430228521082
26,0.889734313653688
27,0.89073901242536
28,0.845830043306231
29,0.838328535082351
30,0.839072024824074
31,0.845731145851216
32,0.859262343198158
33,0.886495053331714
34,0.901111822405267
35,0.861630194223191
36,0.850424280913266
37,0.858131545535675
38,0.864192883256751
39,0.87282924367064
40,0.897042238271034
41,0.907764699614866
42,0.870671665241021
43,0.855038231070916
44,0.853580896481151
45,0.855800965251729
46,0.872324534579282
47,0.891386675092033
48,0.903788553250717
49,0.864465241536209
50,0.85018921656827
51,0.853102019703282
52,0.853028018621757
53,0.869062399821101
54,0.888667348712934
55,0.902311888287891
56,0.859695580347858
57,0.850517452655096
58,0.8559332920906
59,0.863116728620775
60,0.874500667552264
61,0.895279803783833
62,0.901697161787045
63,0.860416684478566
64,0.852551594296179
65,0.854320749444292
66,0.862511277870584
67,0.871958963167116
68,0.893442504198777
69,0.902622433775578
70,0.874782968492746
71,0.865914743748363
72,0.866336163103354
73,0.869254543819761
74,0.878934611902706
75,0.907245970241892
76,0.909435026099131
77,0.879532381896557
78,0.864177599916911
79,0.864223676599088
80,0.866942089992546
81,0.874333197675298
82,0.897537574681258
83,0.90876596527532
84,0.868497765533251
85,0.865733659454032
86,0.873059981192837
87,0.875750022109367
88,0.884980666053971
89,0.905183870384193
90,0.914567353981604
91,0.87776840467783
92,0.872398514505927
93,0.868944078140879
94,0.873110650650744
95,0.884878989173493
96,0.902325047646095
97,0.911400518145129
98,0.884616301556097
99,0.872750431878599
100,0.871482886691462
101,0.880422987071788
102,0.88792602059308
103,0.906323676848918
104,0.914399110744258
105,0.892736011617405
106,0.875412879689818
107,0.874411917309612
108,0.880057610966884
109,0.888924905743337
110,0.906646908540966
111,0.917184542095844
112,0.89594240561345
113,0.894875822257597
114,0.882386486535733
115,0.884573589475835
116,0.891431884434727
117,0.905959461411922
118,0.912706967678302
119,0.886692983668069
120,0.879039314618516
121,0.879483708201693
122,0.879952774752331
123,0.891565228896122
124,0.909543819419087
125,0.913316880711891
126,0.882641982454639
127,0.87974444288112
128,0.875340630810554
129,0.879848157922274
130,0.887116689055887
131,0.90088837642836
132,0.915782753584016
133,0.888112159222094
134,0.875362057441516
135,0.87635468747754
136,0.877780266870909
137,0.884260283786809
138,0.898242661315618
139,0.906911249746454
140,0.882190419319252
141,0.87445465396266
142,0.875830005654449
143,0.871955889076503
144,0.883337053178536
145,0.896026626004698
146,0.905132616725424
147,0.872591497626982
148,0.860889277560009
149,0.865207598053295
150,0.867147258888139
151,0.871968858057681
152,0.888388225374043
153,0.898775192600943
154,0.864398640933489
155,0.861502037790873
156,0.857815794488038
157,0.864990692903464
158,0.865935301224407
159,0.883133528430356
160,0.888150246681146
161,0.850002824707981
162,0.849128812262005
163,0.847516691216664
164,0.850421331514276
165,0.860883538733962
166,0.879709061307225
167,0.889013245160365
168,0.850080423420382
169,0.848185061742413
170,0.850319319452651
171,0.848795862636147
172,0.853987968737698
173,0.87037584395299
174,0.880328175138329
175,0.845529477042775
176,0.841018251325648
177,0.8293494160941
178,0.836965653417049
179,0.839816379480354
180,0.864991126598804
181,0.876444977879338
182,0.83497387889775
183,0.827952273137134
184,0.82685885758222
185,0.829915950754692
186,0.835025630091188
187,0.858414004425487
188,0.866912327870614
189,0.82543743197661
190,0.814822020378486
191,0.818024922461886
192,0.817187824219662
193,0.825926575014949
194,0.849428160656823
195,0.862619247385633
196,0.819629617322479
197,0.810858413931634
198,0.817108323761905
199,0.816243077265762
200,0.82198317767095
201,0.842536224885444
202,0.85329522512355
203,0.812988106730316
204,0.808969501143664
205,0.81485806233735
206,0.817485656962972
207,0.823591611225114
208,0.85021269527872
209,0.857799351098735
210,0.819606581997806
211,0.812755433265431
212,0.814219526756123
213,0.81912080720797
214,0.821764255196641
215,0.85017447796862
216,0.85952350260486
217,0.818618763076118
218,0.822372443698644
219,0.813474698271969
220,0.812820154390781
221,0.824126077640814
222,0.842690789436642
223,0.848669323220363
224,0.804915925818205
225,0.808094683250452
226,0.810629670092223
227,0.812979655056551
228,0.817954911925154
229,0.824158719293827
230,0.843080477104096
231,0.797143716891749
232,0.793369471110708
233,0.791455113569949
234,0.797655888664507
235,0.806646567208097
236,0.834746166471535
237,0.84287621746355
238,0.795615789962296
239,0.791854493104759
240,0.801586733476283
241,0.799620915443937
242,0.807353804548248
243,0.823854773775911
244,0.826243898049832
245,0.781554816861684
246,0.78240269603877
247,0.784777582313678
248,0.789068008073286
249,0.791986775290949
250,0.819147797092764
251,0.819267648324285
252,0.770885698329625
253,0.780748116066592
254,0.782855540589124
255,0.795337265881279
256,0.784867396800423
257,0.794389840002259
258,0.794771665848529
259,0.745548328689424
260,0.755384431376568
261,0.758222649796505
262,0.763419803668907
263,0.769725222803002
264,0.786447239917876
265,0.780704854959362
266,0.728495832491895
267,0.743969929581735
268,0.749738822217462
269,0.75601852484286
270,0.755834571651988
271,0.740903586285604
272,0.705547109967317
273,0.666015938954955
274,0.70533131134437
275,0.729098084232988
276,0.736122751077631
277,0.744618141038818
278,0.761446288905886
279,0.802114300686568
280,0.71965743495794
281,0.724450169272061
282,0.732780212933963
283,0.731953449297025
284,0.737853033090622
285,0.735785318244383
286,0.661961731890412
287,0.636503055423905
288,0.785396338863411
289,0.797169959682851
290,0.806407101122448
291,0.807264025414528
292,0.820692585031104
293,0.863962756104914
